Name;State;Notes;User;Tags;Created;Runtime;Sweep;__cached__setup_devices;adam_epsilon;data_dir;dataloader_drop_last;debug;do_eval;do_predict;do_train;eval_steps;evaluate_during_training;finetuning_iters;fp16;fp16_opt_level;gradient_accumulation_steps;learning_rate;local_rank;logging_dir;logging_first_step;logging_steps;max_grad_norm;max_seq_length;max_steps;model_name_or_path;no_cuda;num_train_epochs;output_dir;overwrite_output_dir;past_index;per_device_eval_batch_size;per_device_train_batch_size;per_gpu_train_batch_size;save_steps;seed;task_name;tpu_metrics_debug;warmup_steps;weight_decay;Training time;epoch;eval_acc;eval_acc_and_f1;eval_f1;eval_loss;finetuning_time;finetuning_time_list;inference_time;inference_time_list;loss;eval_corr;eval_mcc;eval_pearson;eval_spearmanr
crimson-sweep-35;finished;-;anna_korotkova;;2020-08-09T17:29:14.000Z;5058;a4lft28r;"[""cpu"",0]";0.000001;/home/ubuntu/MRPC;false;false;true;false;true;1000;true;5;false;O1;1;0.00003;-1;runs/Aug09_17-29-15_anna-gpu;false;50;1;512;-1;distilbert-base-uncased;false;1;/tmp/MRPC/;true;-1;8;16;;500;42;MRPC;false;0;0.01;;1;0.821078431372549;0.8500085357526095;0.87893864013267;0.4241780203347113;10.001.167.225.837.700;[1000.7823956012726,1000.1167225837708,1001.7385404109956,1002.5248928070068,1026.3348922729492];0.290294885635376;[0.3200714588165283,0.3305318355560303,0.29267406463623047,0.3297007083892822,0.35209226608276367,0.2991781234741211,0.3005490303039551,0.293792724609375,0.3121528625488281,0.3275909423828125,0.29490041732788086,0.29213619232177734,0.3381035327911377,0.3191065788269043,0.31514620780944824,0.31072020530700684,0.30181241035461426,0.30825209617614746,0.3229250907897949,0.35270237922668457,0.3230710029602051,0.31288695335388184,0.35996317863464355,0.3152327537536621,0.3030273914337158,0.3613126277923584,0.3285558223724365,0.3113405704498291,0.2971961498260498,0.3172743320465088,0.3129417896270752,0.3264303207397461,0.3529341220855713,0.32840943336486816,0.34073853492736816,0.31659388542175293,0.29126715660095215,0.32035374641418457,0.2985055446624756,0.3428657054901123,0.3060586452484131,0.3613390922546386,0.32389378547668457,0.3368983268737793,0.307053804397583,0.3103671073913574,0.31815147399902344,0.31279516220092773,0.3126101493835449,0.3068714141845703,0.30787086486816406,0.4192993640899658,0.3032402992248535,0.31385064125061035,0.2999722957611084,0.30496811866760254,0.317401647567749,0.2934255599975586,0.2952437400817871,0.30269360542297363,0.292935848236084,0.34352874755859375,0.3019120693206787,0.30250120162963867,0.3020443916320801,0.3039112091064453,0.3010118007659912,0.3768758773803711,0.2985367774963379,0.29169249534606934,0.29212164878845215,0.3169870376586914,0.2952437400817871,0.2928946018218994,0.3016178607940674,0.3118135929107666,0.3314628601074219,0.30455517768859863,0.3212456703186035,0.3149073123931885,0.2922792434692383,0.3037691116333008,0.32314205169677734,0.32527852058410645,0.31458330154418945,0.30370283126831055,0.3066985607147217,0.2906453609466553,0.3131260871887207,0.29554200172424316,0.32219886779785156,0.29767704010009766,0.3136444091796875,0.312516450881958,0.290294885635376,0.2910940647125244,0.2915041446685791,0.2908186912536621,0.29194045066833496,0.30883026123046875,0.35631370544433594,0.33014535903930664];0.3931801143288613;;;;
cosmic-sweep-34;finished;-;anna_korotkova;;2020-08-09T15:53:35.000Z;5731;a4lft28r;"[""cpu"",0]";0.000001;/home/ubuntu/MRPC;false;false;true;false;true;1000;true;5;false;O1;1;0.00003;-1;runs/Aug09_15-53-37_anna-gpu;false;50;1;512;-1;distilbert-base-uncased;false;1;/tmp/MRPC/;true;-1;8;8;;500;42;MRPC;false;0;0.01;;1;0.8406862745098039;0.8655370664285951;0.8903878583473862;0.3779170386054936;11.181.931.746.006.000;[1202.681652545929,1123.158230304718,1124.764548778534,1118.1931746006012,1130.3874776363373];0.28798604011535645;[0.5120077133178711,0.30640101432800293,0.30899858474731445,0.34336113929748535,0.3491954803466797,0.2935011386871338,0.35363173484802246,0.30229878425598145,0.31223416328430176,0.311295747756958,0.2921884059906006,0.4424982070922851,0.35195279121398926,0.3000631332397461,0.30106139183044434,0.3175487518310547,0.5491557121276855,0.2922098636627197,0.28913116455078125,0.30988407135009766,0.3531365394592285,0.3828117847442627,0.3156576156616211,0.29071712493896484,0.3279552459716797,0.31537842750549316,0.29419898986816406,0.32277369499206543,0.319960355758667,0.29334187507629395,0.3452303409576416,0.4823603630065918,0.32049107551574707,0.3025040626525879,0.29386186599731445,0.29541993141174316,0.32440996170043945,0.29778528213500977,0.38045620918273926,0.29114532470703125,0.3242647647857666,0.2889111042022705,0.3028109073638916,0.30317139625549316,0.292614221572876,0.3515145778656006,0.29381871223449707,0.3099074363708496,0.3093733787536621,0.29047393798828125,0.31287431716918945,0.33803749084472656,0.30823349952697754,0.29755210876464844,0.3100414276123047,0.2902567386627197,0.29718732833862305,0.30683112144470215,0.2933018207550049,0.33032655715942383,0.31580591201782227,0.3264338970184326,0.3884165287017822,0.3294358253479004,0.3315913677215576,0.30315732955932617,0.31159210205078125,0.3139965534210205,0.29630136489868164,0.31956934928894043,0.29100728034973145,0.2916102409362793,0.3183000087738037,0.2943849563598633,0.29279303550720215,0.2920815944671631,0.2906162738800049,0.39299917221069336,0.33173680305480957,0.32958436012268066,0.3193089962005615,0.2994987964630127,0.2956371307373047,0.32663679122924805,0.3060636520385742,0.32774806022644043,0.31510496139526367,0.2950422763824463,0.30464720726013184,0.2899327278137207,0.2928183078765869,0.2920222282409668,0.28798604011535645,0.32744860649108887,0.3269808292388916,0.3430449962615967,0.33086085319519043,0.2880237102508545,0.3754441738128662,0.2939646244049072,0.3059515953063965,0.3577103614807129,0.40004539489746094,0.3851132392883301,0.3437840938568115,0.32585763931274414,0.34766435623168945,0.3202242851257324,0.31194162368774414,0.3361806869506836,0.339829683303833,0.28975391387939453,0.3235938549041748,0.3191812038421631,0.3306891918182373,0.2934896945953369,0.30308032035827637,0.3726997375488281,0.3282485008239746,0.2953047752380371,0.3041703701019287,0.3527495861053467,0.3425774574279785,0.29734110832214355,0.31963276863098145,0.3097507953643799,0.36928319931030273,0.3396182060241699,0.33448219299316406,0.32044148445129395,0.3283240795135498,0.31709885597229004,0.3275444507598877,0.3105180263519287,0.40384864807128906,0.5066993236541748,0.31465792655944824,0.30739378929138184,0.35761594772338867,0.2985987663269043,0.3233017921447754,0.33453941345214844,0.32146763801574707,0.34723711013793945,0.3007223606109619,0.31897878646850586,0.3035891056060791,0.3168983459472656,0.35084104537963867,0.298290491104126,0.3429844379425049,0.3350694179534912,0.3316788673400879];0.32908758014440537;;;;
summer-sweep-33;finished;-;anna_korotkova;;2020-08-09T11:07:43.000Z;17147;a4lft28r;"[""cpu"",0]";0.000001;/home/ubuntu/MRPC;false;false;true;false;true;1000;true;5;false;O1;1;0.00003;-1;runs/Aug09_11-07-45_anna-gpu;false;50;1;512;-1;bert-base-uncased;false;1;/tmp/MRPC/;true;-1;8;32;;500;42;MRPC;false;0;0.01;;1;0.7303921568627451;0.7810982191041554;0.8318042813455658;0.5198105582419563;3.187.649.770.259.850;[3297.605386734009,3187.649770259857,3575.307935476303,3502.3543796539307,3530.7046642303467];0.6313543319702148;[0.7538580894470215,0.7247405052185059,1.1775665283203125,0.6881952285766602,0.7265598773956299,0.6688432693481445,0.7759246826171875,0.6980540752410889,0.691558837890625,0.6834433078765869,0.6934387683868408,0.6608655452728271,0.6413311958312988,0.7251975536346436,0.6499087810516357,0.6313543319702148,0.7252840995788574,0.6664133071899414,0.7988576889038086,0.7084734439849854,0.6695339679718018,0.7662942409515381,0.7349762916564941,1.2140214443206787,0.8325181007385254,1.2766706943511963,0.6724982261657715,0.636803150177002,0.7955501079559326,0.6866540908813477,0.8386664390563965,0.7727885246276855,0.7908782958984375,0.8207240104675293,1.057279348373413,0.7719755172729492,0.731257438659668,1.0614371299743652,0.8474950790405273,0.7446262836456299,0.7920048236846924,0.7418670654296875,0.6959383487701416,0.7767579555511475,0.8541021347045898,0.9028284549713136,0.756005048751831,0.7492527961730957,1.099858283996582,0.7943823337554932,0.6784634590148926];0.526087361574173;;;;
resilient-sweep-32;finished;-;anna_korotkova;;2020-08-09T08:04:58.000Z;10959;a4lft28r;"[""cpu"",0]";0.000001;/home/ubuntu/MRPC;false;false;true;false;true;1000;true;5;false;O1;1;0.00003;-1;runs/Aug09_08-05-00_anna-gpu;false;50;1;512;-1;bert-base-uncased;false;1;/tmp/MRPC/;true;-1;8;16;;500;42;MRPC;false;0;0.01;;1;0.7892156862745098;0.8261365055576371;0.8630573248407644;0.48581057465543936;21.585.186.734.199.500;[2171.3537611961365,2158.5186734199524,2192.6169307231903,2170.16131567955,2215.078539609909];0.6706418991088867;[0.9201571941375732,0.8682258129119873,0.7680749893188477,0.7746186256408691,0.8582191467285156,0.7370424270629883,0.8386061191558838,0.8704633712768555,0.6911740303039551,0.7695856094360352,0.7996470928192139,0.7027156352996826,0.761077880859375,0.8563568592071533,1.257951736450195,0.8058714866638184,0.6981630325317383,1.1453139781951904,0.7951745986938477,0.7916812896728516,0.7089600563049316,0.7453715801239014,0.8916738033294678,0.7831952571868896,0.7189602851867676,0.7248506546020508,0.8004703521728516,0.7351486682891846,0.773597240447998,0.733487606048584,0.783461332321167,0.7972025871276855,0.7473702430725098,0.7807939052581787,0.7882978916168213,0.7465901374816895,0.7634527683258057,0.7136750221252441,0.7236714363098145,0.7184340953826904,0.8079297542572021,0.7717812061309814,0.7212755680084229,0.8325047492980957,0.6780235767364502,0.8164403438568115,0.7252709865570068,0.6761674880981445,0.808495283126831,0.7207343578338623,0.6982789039611816,0.8020250797271729,0.7597720623016357,0.7761063575744629,0.6977329254150391,0.732811450958252,0.859898567199707,0.8033599853515625,0.729360818862915,0.8004434108734131,0.811511754989624,0.86191725730896,0.7678964138031006,0.7954330444335938,0.9004931449890137,0.7602787017822266,0.8842577934265137,0.6941206455230713,0.6992928981781006,0.7178206443786621,0.709442138671875,0.6975300312042236,1.034556865692139,0.7159538269042969,1.1339576244354248,0.7382898330688477,0.7330284118652344,0.7915244102478027,0.7870635986328125,0.7428715229034424,0.7189581394195557,0.77378249168396,0.7206988334655762,0.6706418991088867,0.7082571983337402,0.7924432754516602,0.7011928558349609,0.6886246204376221,0.7023844718933105,0.6984152793884277,0.7958996295928955,0.7817909717559814,0.713742733001709,0.7061522006988525,0.6972439289093018,0.8239102363586426,0.7036631107330322,0.7323033809661865,0.7005364894866943,0.7231888771057129,0.7211480140686035,0.7075252532958984];0.4148626843094826;;;;
devoted-sweep-31;finished;-;anna_korotkova;;2020-08-09T04:55:12.000Z;11383;a4lft28r;"[""cpu"",0]";0.000001;/home/ubuntu/MRPC;false;false;true;false;true;1000;true;5;false;O1;1;0.00003;-1;runs/Aug09_04-55-14_anna-gpu;false;50;1;512;-1;bert-base-uncased;false;1;/tmp/MRPC/;true;-1;8;8;;500;42;MRPC;false;0;0.01;;1;0.8504901960784313;0.8741563208197851;0.897822445561139;0.3802994669360273;2.204.441.651.582.710;[2393.7433977127075,2204.441651582718,2247.606967449188,2222.304605960846,2260.7484624385834];0.6371016502380371;[0.8518187999725342,0.7148301601409912,0.7227523326873779,0.6894800662994385,0.7500340938568115,0.6866109371185303,0.8162696361541748,0.7349104881286621,0.6675455570220947,0.6589527130126953,0.7350747585296631,0.7490749359130859,0.656609296798706,0.805692195892334,0.7028765678405762,0.6743056774139404,0.7121634483337402,0.7217328548431396,0.6943798065185547,0.7146778106689453,0.7567341327667236,0.7492337226867676,0.6930959224700928,0.7063145637512207,0.7767863273620605,0.6771302223205566,0.6952502727508545,0.7117643356323242,0.7332799434661865,0.6547467708587646,0.6669371128082275,0.6892280578613281,0.7184164524078369,0.6483356952667236,0.6606028079986572,0.7615995407104492,0.7223496437072754,0.7784557342529297,0.8040411472320557,0.7050092220306396,0.7072265148162842,0.6780054569244385,0.7330780029296875,0.6837508678436279,0.6371016502380371,0.6697521209716797,0.6579251289367676,0.6622133255004883,0.6811468601226807,0.669896125793457,0.7523975372314453,0.8295061588287354,0.7327156066894531,0.717064619064331,0.886106014251709,0.8866047859191895,0.6573073863983154,0.6771011352539062,0.7598276138305664,0.7568378448486328,0.710763692855835,0.6558828353881836,0.7696640491485596,0.6825160980224609,0.6815958023071289,0.6850831508636475,0.6900689601898193,0.6641252040863037,0.7376277446746826,0.7374472618103027,0.7126719951629639,0.686274528503418,0.7013986110687256,0.6886680126190186,0.7070043087005615,0.6963777542114258,0.7442045211791992,0.6692395210266113,0.6834282875061035,0.6800484657287598,0.7451596260070801,0.647559404373169,0.6565041542053223,0.6585395336151123,0.6806180477142334,0.779691219329834,0.6454052925109863,0.7062826156616211,0.6418046951293945,0.693152666091919,0.6809213161468506,0.7012300491333008,0.719285249710083,0.7477939128875732,0.7513782978057861,0.7967500686645508,0.71071457862854,0.7318687438964844,0.7406606674194336,0.7977676391601562,0.7543373107910156,0.6645796298980713,0.8001444339752197,0.7375273704528809,0.6953608989715576,0.6903855800628662,0.6843411922454834,0.6774270534515381,0.6438369750976562,0.7039484977722168,0.6787331104278564,0.7408056259155273,0.6946351528167725,0.6774158477783203,0.6970829963684082,0.6848492622375488,0.7166411876678467,0.7316937446594238,0.6817290782928467,0.754612922668457,0.6709327697753906,0.6834907531738281,0.7257516384124756,0.6629724502563477,0.7620878219604492,0.6549959182739258,0.6652822494506836,0.6966214179992676,0.6582558155059814,0.6627316474914551,0.654716968536377,0.6700806617736816,0.6541123390197754,0.6603372097015381,0.6880373954772949,0.6582140922546387,0.647397518157959,0.6399972438812256,0.6622409820556641,0.724515438079834,0.704418420791626,0.677983283996582,0.6672024726867676,0.6623439788818359,0.6687049865722656,0.6941335201263428,0.7117793560028076,0.6939291954040527,0.6812922954559326,0.6592466831207275,0.6918203830718994,0.7404675483703613,0.7191629409790039];0.3837845104932785;;;;
mild-sweep-30;finished;-;anna_korotkova;;2020-08-09T01:07:07.000Z;13680;a4lft28r;"[""cpu"",0]";0.000001;/home/ubuntu/MRPC;false;false;true;false;true;1000;true;5;false;O1;1;0.00003;-1;runs/Aug09_01-07-08_anna-gpu;false;50;1;256;-1;xlnet-base-cased;false;1;/tmp/MRPC/;true;-1;8;32;;500;42;MRPC;false;0;0.01;;1;0.7720588235294118;0.8106647440175422;0.8492706645056726;0.4844327370325725;26.713.193.049.430.800;[2781.9921798706055,2671.3193049430847,2721.3756597042084,2736.588920354843,2712.095461368561];0.7478163242340088;[0.9776413440704346,0.8821678161621094,0.8883705139160156,0.8201231956481934,0.8875269889831543,0.8605391979217529,0.8273088932037354,0.7982082366943359,0.9146783351898192,0.8634514808654785,0.9708271026611328,0.852323055267334,0.8451104164123535,0.8290698528289795,0.8285465240478516,0.9669525623321532,1.147834062576294,0.8179082870483398,0.8200771808624268,0.7788047790527344,0.8231303691864014,0.7906436920166016,0.8234333992004395,0.8414065837860107,0.7478163242340088,0.8174676895141602,0.8656847476959229,0.8418364524841309,0.8989615440368652,0.8453915119171143,0.8068196773529053,0.8775911331176758,0.759331464767456,0.8152749538421631,0.8480603694915771,0.941704511642456,0.8147373199462891,0.8354568481445312,0.8927240371704102,0.7483081817626953,0.7906913757324219,0.79270339012146,0.8208122253417969,0.7591896057128906,0.7972126007080078,0.8796000480651855,0.8663463592529297,0.8853716850280762,0.8924834728240967,0.8507800102233887,0.8636190891265869];0.506991018652916;;;;
cerulean-sweep-29;finished;-;anna_korotkova;;2020-08-08T20:30:35.000Z;16586;a4lft28r;"[""cpu"",0]";0.000001;/home/ubuntu/MRPC;false;false;true;false;true;1000;true;5;false;O1;1;0.00003;-1;runs/Aug08_20-30-37_anna-gpu;false;50;1;256;-1;xlnet-base-cased;false;1;/tmp/MRPC/;true;-1;8;16;;500;42;MRPC;false;0;0.01;;1;0.8382352941176471;0.8624166161309885;0.8865979381443299;0.351180150374478;32.056.862.802.505.400;[3413.1256198883057,3360.8788228034973,3284.8088431358337,3205.6862802505493,3266.0548691749573];0.7190558910369873;[0.993776798248291,0.8820333480834961,0.807776689529419,0.7649440765380859,0.8329956531524658,0.8108258247375488,0.7517211437225342,0.9951515197753906,1.0614593029022217,0.7198452949523926,0.7268118858337402,0.7415239810943604,0.898270845413208,0.8209216594696045,0.7911458015441895,0.7592706680297852,0.7604763507843018,0.7876269817352295,0.7207686901092529,0.8097376823425293,0.7190558910369873,0.7736594676971436,0.7704217433929443,0.7996089458465576,0.7967953681945801,0.8095612525939941,0.830878734588623,0.7883901596069336,0.7228147983551025,0.7555363178253174,0.7712726593017578,0.7600774765014648,0.7885251045227051,0.8115015029907227,0.734757661819458,0.7487049102783203,0.7558629512786865,0.8163149356842041,0.7807321548461914,0.8721272945404053,0.8162176609039307,0.776360034942627,0.7729251384735107,0.7880330085754395,0.7593796253204346,0.776965856552124,0.7549891471862793,0.7698137760162354,0.7771351337432861,0.7613434791564941,0.7726032733917236,0.8598878383636475,0.828972578048706,0.8266403675079346,0.8459000587463379,0.8134598731994629,0.8386905193328857,0.8048028945922852,0.7746632099151611,0.7487900257110596,0.7687175273895264,0.7442319393157959,0.7372796535491943,0.8400382995605469,0.7377455234527588,0.8129317760467529,0.7343266010284424,0.7934865951538086,0.8017733097076416,0.8260476589202881,0.8034882545471191,0.8086850643157959,0.8509457111358643,0.7531592845916748,0.7481553554534912,0.8087615966796875,0.9194211959838868,0.8602705001831055,0.7623128890991211,0.7417924404144287,0.7845606803894043,0.8164751529693604,0.7835004329681396,0.7474291324615479,0.7637984752655029,0.8067741394042969,0.7890279293060303,0.7745888233184814,0.7424592971801758,0.8552534580230713,0.8814249038696289,0.7826204299926758,0.7749717235565186,0.8681795597076416,0.8384068012237549,0.8678228855133057,0.7844753265380859,0.8335475921630859,0.8301939964294434,0.8378505706787109,0.896867036819458,0.8303859233856201];0.3858675679564476;;;;
effortless-sweep-28;finished;-;anna_korotkova;;2020-08-08T17:14:38.000Z;11752;a4lft28r;"[""cpu"",0]";0.000001;/home/ubuntu/MRPC;false;false;true;false;true;1000;true;5;false;O1;1;0.00003;-1;runs/Aug08_17-14-40_anna-gpu;false;50;1;256;-1;xlnet-base-cased;false;1;/tmp/MRPC/;true;-1;8;8;;500;42;MRPC;false;0;0.01;;1;0.8578431372549019;0.8799350821409644;0.902027027027027;0.35187599563277233;23.042.085.044.384.000;[2351.552083015442,2304.2085044384003,2331.60746049881,2342.164826393127,2366.7969646453857];0.710512638092041;[0.897320032119751,0.7859256267547607,0.897273063659668,0.8452200889587402,0.7850420475006104,0.8670237064361572,0.7955329418182373,0.8377907276153564,0.8472745418548584,0.7828330993652344,0.7446506023406982,0.7729756832122803,0.7657959461212158,0.7525713443756104,0.7564730644226074,0.7754740715026855,0.7572977542877197,0.7279126644134521,0.7848575115203857,0.7333219051361084,0.780541181564331,0.7407224178314209,0.7603940963745117,0.7653915882110596,0.7822108268737793,0.7491276264190674,0.7175583839416504,0.7456567287445068,0.7846508026123047,0.792478084564209,0.776045560836792,0.7428357601165771,0.7331242561340332,0.7619626522064209,0.7320291996002197,0.8535969257354736,0.8550159931182861,0.7367682456970215,0.7936158180236816,0.7565414905548096,0.7221963405609131,0.7642371654510498,0.8355371952056885,0.7808167934417725,0.7405126094818115,0.7359473705291748,0.7511794567108154,0.7904691696166992,0.8154702186584473,0.8355846405029297,0.9220967292785645,0.796560525894165,0.7596509456634521,0.8188586235046387,0.7881336212158203,0.7527995109558105,0.7613101005554199,0.7434291839599609,0.7378685474395752,0.7771410942077637,0.7508063316345215,0.7430260181427002,0.8058183193206787,0.7564318180084229,0.7296605110168457,0.7710521221160889,0.7881386280059814,0.7922091484069824,0.7750077247619629,0.798213005065918,0.764885425567627,0.822739839553833,0.7790911197662354,0.7899975776672363,0.7666139602661133,0.7693042755126953,0.8012142181396484,0.7871360778808594,0.7837867736816406,0.7766103744506836,0.7562301158905029,0.7678351402282715,0.7385900020599365,0.738722562789917,0.7727999687194824,0.7487967014312744,0.775707483291626,0.74554443359375,0.7761871814727783,0.7797424793243408,0.7824668884277344,0.8225455284118652,0.7265679836273193,0.753298282623291,0.7451217174530029,0.7794814109802246,0.7789795398712158,0.7481863498687744,0.7365672588348389,0.7809805870056152,0.8462920188903809,0.806527853012085,0.8889663219451904,0.8568222522735596,0.7619779109954834,0.750035285949707,0.7353014945983887,0.769315242767334,0.7562942504882812,0.7520322799682617,0.8187227249145508,0.7420468330383301,0.7223706245422363,0.8325273990631104,0.7438716888427734,0.7766299247741699,0.8423905372619629,0.8090381622314453,0.7527852058410645,0.7361915111541748,0.7687618732452393,0.7939660549163818,0.7157061100006104,0.8361449241638184,0.7943055629730225,0.7469460964202881,0.715813398361206,0.7475893497467041,0.7373228073120117,0.7335293292999268,0.7701823711395264,0.7463915348052979,0.7585639953613281,0.7429313659667969,0.7453920841217041,0.7463998794555664,0.7542829513549805,0.7599639892578125,0.7917170524597168,0.7193925380706787,0.7888507843017578,0.710512638092041,0.7271943092346191,0.7363476753234863,0.7843151092529297,0.7595236301422119,0.7423655986785889,0.7576406002044678,0.7433943748474121,0.7410364151000977,0.8192753791809082,0.8060543537139893,0.7364237308502197];0.30552897609770296;;;;
curious-sweep-27;finished;-;anna_korotkova;;2020-08-08T16:04:54.000Z;4180;a4lft28r;"[""cpu"",0]";0.000001;/home/ubuntu/MRPC;false;false;true;false;true;1000;true;5;false;O1;1;0.00003;-1;runs/Aug08_16-04-56_anna-gpu;false;50;1;256;-1;albert-base-v1;false;1;/tmp/MRPC/;true;-1;8;32;;500;42;MRPC;false;0;0.01;;1;0.8504901960784313;0.8729294891198331;0.8953687821612349;0.3814743044329624;8.255.325.310.230.250;[841.856778383255,827.449405670166,825.5325310230255,828.2021851539612,828.5170373916626];0.31437015533447266;[0.499131441116333,0.3629169464111328,0.3439018726348877,0.37021636962890625,0.33721351623535156,0.37129878997802734,0.33135366439819336,0.3289320468902588,0.3279609680175781,0.32352685928344727,0.36406850814819336,0.32289576530456543,0.4076926708221435,0.3793668746948242,0.40939807891845703,0.3252415657043457,0.36040616035461426,0.3228628635406494,0.3260514736175537,0.3666181564331054,0.34333038330078125,0.35860133171081543,0.36216163635253906,0.41205787658691406,0.450911283493042,0.35535120964050293,0.35957813262939453,0.448169469833374,0.3277764320373535,0.3805806636810303,0.3399078845977783,0.35320401191711426,0.4379351139068603,0.37668824195861816,0.3707387447357178,0.36740684509277344,0.3841350078582764,0.3582124710083008,0.35050249099731445,0.33794355392456055,0.34067726135253906,0.3820760250091553,0.3536686897277832,0.4312107563018799,0.5377368927001953,0.4150974750518799,0.5438647270202637,0.32994961738586426,0.3941271305084229,0.31437015533447266,0.4299249649047851];0.3891875872015953;;;;
gallant-sweep-26;finished;-;anna_korotkova;;2020-08-08T14:43:26.000Z;4886;a4lft28r;"[""cpu"",0]";0.000001;/home/ubuntu/MRPC;false;false;true;false;true;1000;true;5;false;O1;1;0.00003;-1;runs/Aug08_14-43-27_anna-gpu;false;50;1;256;-1;albert-base-v1;false;1;/tmp/MRPC/;true;-1;8;16;;500;42;MRPC;false;0;0.01;;1;0.8333333333333334;0.8572261072261073;0.8811188811188811;0.3789326719501439;958.114.137.172.699;[989.7297937870026,977.97483587265,964.4414806365968,958.114137172699,968.9064357280732];0.30996084213256836;[0.4615938663482666,0.4030294418334961,0.346768856048584,0.3432035446166992,0.32724905014038086,0.32383179664611816,0.3176748752593994,0.3780848979949951,0.42397069931030273,0.4034116268157959,0.39272427558898926,0.4304957389831543,0.34491395950317383,0.3231356143951416,0.3206799030303955,0.3186824321746826,0.31247520446777344,0.30996084213256836,0.33322858810424805,0.31556105613708496,0.3169114589691162,0.31397533416748047,0.33560633659362793,0.5534789562225342,0.583528995513916,0.4656486511230469,0.4260115623474121,0.3137822151184082,0.34106969833374023,0.3793213367462158,0.3151254653930664,0.3168144226074219,0.38733911514282227,0.3552978038787842,0.3841264247894287,0.33818769454956055,0.49741506576538086,0.3954339027404785,0.33836793899536133,0.3150327205657959,0.31812381744384766,0.3981809616088867,0.31525659561157227,0.36044812202453613,0.3211531639099121,0.45795726776123047,0.3680553436279297,0.4206364154815674,0.43860292434692383,0.32420778274536133,0.32731103897094727,0.4454877376556397,0.31633567810058594,0.3315553665161133,0.3470895290374756,0.3648438453674317,0.4637124538421631,0.3518028259277344,0.33795666694641113,0.33895134925842285,0.3368570804595947,0.3781397342681885,0.35590457916259766,0.3231065273284912,0.34544801712036133,0.4376695156097412,0.31282663345336914,0.3289976119995117,0.32926177978515625,0.3121163845062256,0.33220648765563965,0.37439465522766113,0.3131418228149414,0.3693585395812988,0.3323802947998047,0.414729118347168,0.41410207748413086,0.3978161811828614,0.3334503173828125,0.3719592094421386,0.3506927490234375,0.34493017196655273,0.35318446159362793,0.3600747585296631,0.3972041606903076,0.36809682846069336,0.35305333137512207,0.5572643280029297,0.3750553131103515,0.36073923110961914,0.3261837959289551,0.3406100273132324,0.3272123336791992,0.3377649784088135,0.3394813537597656,0.3519935607910156,0.325819730758667,0.34612083435058594,0.32627081871032715,0.32283568382263184,0.3724567890167236,0.3135509490966797];0.3495438340306282;;;;
